,prev_line,current_line,tone
6862,いいかい モリー演技にはハードな勉強が必要だ,学校はどこ? 大学は行ってない,neutral
6863,学校はどこ? 大学は行ってない,演技の学校よ 演技は学ぶものじゃない,neutral
6864,演技の学校よ 演技は学ぶものじゃない,モリーちょっと外して,neutral
6865,モリーちょっと外して,エマを見てくる,neutral
6866,エマを見てくる,お姫様を奪う気か?,sadness
6867,お姫様を奪う気か?,うちのソファーでエッチする気か?,disgust
6868,うちのソファーでエッチする気か?,いいや 革は尻につく,disgust
6869,いいや 革は尻につく,何で決めつけるんだ?,anger
6870,何で決めつけるんだ?,彼女と寝て捨てるって,anger
6871,彼女と寝て捨てるって,本気で彼女を好きになって付き合うかもしれないだろ,anger
6872,本気で彼女を好きになって付き合うかもしれないだろ,こんな気持ちレイチェルへの恋以来だ,sadness
6873,こんな気持ちレイチェルへの恋以来だ,また恋ができて感激だ,sadness
6874,また恋ができて感激だ,ウソつき!,joy
6875,ウソつき!,モリーいる?,neutral
6876,モリーいる?,いるよ,neutral
6877,いるよ,紹介するわタバサよ また明日,neutral
6878,紹介するわタバサよ また明日,あれならどうやら心配なかったね,neutral
6879,あれならどうやら心配なかったね,夢の組み合わせだ お姫様とレズビアン!,joy
6880,この役はナポリ出身でしょ,うちも元はナポリだ,joy
6881,うちも元はナポリだ,よかった 質問は全部終わったとなるとあとは レスリー,surprise
6882,よかった 質問は全部終わったとなるとあとは レスリー,申し訳ないけど 構いません,neutral
6883,申し訳ないけど 構いません,とも 確認は必要ですよ,neutral
6884,とも 確認は必要ですよ,体に傷やタトゥーがないか見なくちゃ,neutral
6885,体に傷やタトゥーがないか見なくちゃ,隠すものはない,neutral
6886,隠すものはない,見てください これが俺,neutral
6887,見てください これが俺,ナチュラルです,joy
6888,ナチュラルです,こうなったのは初めてです,fear
6889,こちらへ,もう我慢できない,anger
6890,もう我慢できない,私は4人に抜かされたのよ 私の子宮口より開き具合が大きい女ばかりだった,anger
6891,私は4人に抜かされたのよ 私の子宮口より開き具合が大きい女ばかりだった,次は絶対に私が産む番よ,anger
6892,次は絶対に私が産む番よ,私より先に産む女を呼んだら訴える,anger
6893,私より先に産む女を呼んだら訴える,病院じゃなくあんたをね 夫は弁護士よ,anger
6894,病院じゃなくあんたをね 夫は弁護士よ,訴訟の準備して,neutral
6895,訴訟の準備して,次の妊婦は進行が遅いわ,neutral
6896,次の妊婦は進行が遅いわ,なら通して,neutral
6897,なら通して,ヤダマジ?ウソ,surprise
6898,あいつには近づくなあれとあれにもだ 巨人ばっかだ,僕も大きいよ,neutral
6899,僕も大きいよ,自分は自分の近くにいるから大きく見える,anger
6900,自分は自分の近くにいるから大きく見える,彼らにあいさつを,neutral
6901,彼らにあいさつを,例の赤いロスでいくぞ,anger
6902,例の赤いロスでいくぞ,さっぱり,neutral
6903,さっぱり,ダンスウイズウルブズ観たとき失礼なやつに一,anger
6904,家具作ったときは協力的だったのに,いざとなれば絶対協力する,neutral
6905,いざとなれば絶対協力する,ただ考えて,neutral
6906,ただ考えて,出産経験者に相談をママとか,neutral
6907,出産経験者に相談をママとか,ママは産んでない 産みのママは産んだ,neutral
6908,ご足労を,どうも,neutral
6909,どうも,こちらへ,neutral
6910,こちらへ,座って,neutral
6911,座って,お座り,anger
6912,お座り,まず記録のために身元を確認したいの あなたはフランクブッフェ?,neutral
6913,6よ来い,みんなパウロよ 友達を紹介するわ,neutral
6914,みんなパウロよ 友達を紹介するわ,よろしく,neutral
6915,よろしく,ロス,neutral
6916,ロス,英語は苦手みたい,neutral
6917,英語は苦手みたい,そうよね,surprise
6918,そうよね,彼はどこから?,neutral
6919,彼はどこから?,イタリアかな,neutral
6920,イタリアかな,違うよ今夜どこから現れた?,neutral
6921,違うよ今夜どこから現れた?,ネコがパウロのだったのおかしいでしょ?,neutral
6922,ネコがパウロのだったのおかしいでしょ?,おかしいな彼を触ってる,neutral
6923,おかしいな彼を触ってる,ダメよ ネコはどこにもいない,neutral
6924,ダメよ ネコはどこにもいない,いたわパウロのだった,neutral
6925,いたわパウロのだった,ほらねまた私が最後 紹介がないから自分で言う彼はパウロよ,joy
6926,ほらねまた私が最後 紹介がないから自分で言う彼はパウロよ,パウロ彼女はフィービー,neutral
6927,パウロ彼女はフィービー,やだ口がうまいわ,joy
6928,それをどこで?,鼻の治療に行ってる間に湖から拾ったの,neutral
6929,鼻の治療に行ってる間に湖から拾ったの,僕の物だ,anger
6930,僕の物だ,違うわ欲しければ勝つのね,anger
6931,違うわ欲しければ勝つのね,夕食はまだ?,sadness
6932,中華店には勤めてないから,寝なきゃダメよ,neutral
6933,寝なきゃダメよ,そうね,neutral
6934,そうね,僕の論文が本に,joy
6935,僕の論文が本に,見せて,joy
6936,見せて,レイチェル,joy
6937,立ち退き?,女を泣かせた,disgust
6938,女を泣かせた,すぐ泣く女よ,anger
6939,すぐ泣く女よ,今すぐ管理人の機嫌をとってこびまくるのよ,neutral
6940,今すぐ管理人の機嫌をとってこびまくるのよ,やってみるが一 ダメならうちに泊める,neutral
6941,やってみるが一 ダメならうちに泊める,行って!,anger
6942,行って!,チャンドラーも賛成する,neutral
6943,ただの親切 見返りを求めてないと?,彼とシャワーぐらい浴びるわ仕事のためよ,neutral
6944,自分の部屋まで飲んだ気分だ,贈り物を開けたあとどこに?,neutral
6945,贈り物を開けたあとどこに?,起きたら収納庫にいた 女の子と一緒に,neutral
6946,起きたら収納庫にいた 女の子と一緒に,その声やめて,anger
6947,その声やめて,何があったの?,surprise
6948,何があったの?,ジョーイの妹と寝た,sadness
6949,ジョーイの妹と寝た,しかも最悪なのは もっと最悪が?,neutral
6950,しかも最悪なのは もっと最悪が?,どの妹か不明,sadness
6951,どの妹か不明,親切な男などいないよ これが男だ,anger
6952,トライフルよ,一番下の層はスポンジで一 ジャムの次がカスタード私のお手製よ,neutral
6953,一番下の層はスポンジで一 ジャムの次がカスタード私のお手製よ,ラズベリーにスポンジがのってビーフに豆にタマネギ,neutral
6954,ラズベリーにスポンジがのってビーフに豆にタマネギ,またカスタードが来てバナナにクリームで完成よ,neutral
6955,またカスタードが来てバナナにクリームで完成よ,足っぽい味だ,disgust
6956,足っぽい味だ,うまいじゃん,joy
6957,デビッドカッパーフィールドはキュート?,おホモだちになる気?,neutral
6958,驚兰名品大號见,始まった,joy
6959,始まった,見るのはよそう,disgust
6960,見るのはよそう,こんな経験は?牛乳を飲みたいのに一,neutral
6961,こんな経験は?牛乳を飲みたいのに一,口がガッチリついてる,neutral
6962,口がガッチリついてる,これがそうだ,anger
6963,これがそうだ,いい手は? あるよ ケビン,neutral
6964,いい手は? あるよ ケビン,消そ 嫌よ ケビン,joy
6965,消そ 嫌よ ケビン,このすぐれ物があれば手こずる心配はありません ミルクマスター200,neutral
6966,このすぐれ物があれば手こずる心配はありません ミルクマスター200,欲しい? ガッチリ買っちゃう,joy
6967,欲しい? ガッチリ買っちゃう,彼は初挑戦ですが簡単ですよ,neutral
6968,彼は初挑戦ですが簡単ですよ 何にでもOK,楽々だね これで毎日牛乳が飲める,surprise
6969,その人に忠告してね 奥さんはレズよ,まさか レズだよ そうか まさにレズだ,anger
6970,まさか レズだよ そうか まさにレズだ,結婚って大変ね,surprise
6971,結婚って大変ね,レズの奥さんもね,sadness
6972,レズの奥さんもね,女も悪いわね 妻に言ってよ,sadness
6973,会いたいわベンの迎えが来たらすぐ行く,洗濯だって抜け出すわ,neutral
6974,洗濯だって抜け出すわ,洗濯が俺の呼び名?,joy
6975,洗濯が俺の呼び名?,違うわ ミスタービッグ,joy
6976,クビだなんて,冷蔵庫を盗むの手伝え,neutral
6977,冷蔵庫を盗むの手伝え,ジョーイ 話がある,neutral
6978,ジョーイ 話がある,紹介するウェインだ,neutral
6979,紹介するウェインだ,助けてくれたらクビは取り消す,neutral
6980,助けてくれたらクビは取り消す,助けるとでも?,anger
6981,助けるとでも?,助けとけ,neutral
6982,助けとけ,何したらいい?,neutral
6983,何したらいい?,この前サラってきれいな女性と話してたろ 僕も話したい,neutral
6984,それに僕もラブマシーン,ロス 客間へ案内する,neutral
6985,ハワードのパーティーよ彼って小さくてかわいい,フィービーカンパありがと,joy
6986,フィービーカンパありがと,100ドルね,neutral
6987,100ドルね,君が出すなんて変だよ 僕に請求するのも不当だと言ったろ,surprise
6988,君が出すなんて変だよ 僕に請求するのも不当だと言ったろ,私は請求されてない,anger
6989,私は請求されてない,見知らぬ太っ腹な女を演じたの,joy
6990,見知らぬ太っ腹な女を演じたの,僕が余計に悪者だ,anger
6991,僕が余計に悪者だ,私の友達と分かれば好印象よ,joy
6992,私の友達と分かれば好印象よ,だって私人気者だもの,joy
6993,だって私人気者だもの,ロスか,neutral
6994,ロスか,君たち部屋を交換したら? フィービーのほうがなじめそうだ,fear
6995,君たち部屋を交換したら? フィービーのほうがなじめそうだ,作戰失敗,joy
6996,化粧水貸して,お披露目の日だ,joy
6997,お披露目の日だ,使っていいけどどう使ったかは言わないで,disgust
6998,使っていいけどどう使ったかは言わないで,ジョーイに電話だ,neutral
6999,ジョーイに電話だ,バスルームよ,anger
7000,バスルームよ,入らない方が ルームメイトだぞ 目が! 目が!,disgust
7001,入らない方が ルームメイトだぞ 目が! 目が!,ほらね,neutral
7002,ほらね,今の誰よ?,anger
7003,今の誰よ?,モニカだ,neutral
7004,モニカだ,オーロラに朝食作るから材料を,neutral
7005,オーロラに朝食作るから材料を,じゃ一晩中?,surprise
7006,じゃ一晩中?,20分で愛人の元へ行くって,neutral
7007,20分で愛人の元へ行くって,それって頭に来ない?,surprise
7008,それって頭に来ない?,まったく来ないよ だってあれだけの女だもん,neutral
7009,まったく来ないよ だってあれだけの女だもん,彼女との時間は生涯の思い出になる,neutral
7010,彼女との時間は生涯の思い出になる,オーロラとの1秒1秒が貴重なんだ 君らと話して35秒も無駄にした モニカ開けて,neutral
7011,オーロラとの1秒1秒が貴重なんだ 君らと話して35秒も無駄にした モニカ開けて,昔のモニカならフライパンはブラシで洗えって言ったわ 今は言わない,neutral
7012,ジョーイだ,スターが私を覚えててくれた,joy
7013,スターが私を覚えててくれた,忘れたくても無理だ,neutral
7014,忘れたくても無理だ,やっぱり専用の控え室とかイスがあるの?,neutral
7015,やっぱり専用の控え室とかイスがあるの?,何でもあるよ,neutral
7016,何でもあるよ,チャンドラーにお前は最悪だ,neutral
7017,チャンドラーにお前は最悪だ,切るよ俺のスシが来た,neutral
7018,切るよ俺のスシが来た,お待たせ した,neutral
7019,見てクールだわ 街中が真っ暗よ,母の話じゃマンハッタン全域が停電だって,anger
7020,母の話じゃマンハッタン全域が停電だって,すごい大事件ね,surprise
7021,すごい大事件ね,おしゃれしろってなぜ?停電中に誰と出会うのよ?,anger
7022,おしゃれしろってなぜ?停電中に誰と出会うのよ?,電力会社の人や泥棒と?,anger
7023,電力会社の人や泥棒と?,その話はまた,anger
7024,その話はまた,電話貸して飛ばあちゃんが心配だわ 何番だっけ?,neutral
7025,電話貸して飛ばあちゃんが心配だわ 何番だっけ?,自分に電話しないから,neutral
7026,何してる?,水泳中,neutral
7027,水泳中,ピヨちゃんは?,neutral
7028,ピヨちゃんは?,泳げない,neutral
7029,泳げない,さあね,neutral
7030,さあね,ほら泳げない,neutral
7031,ほら泳げない,もう少し ダメだ,neutral
7032,もう少し ダメだ,もう大丈夫よ ベイビー,fear
7033,1人でも世話できるわ君たちも安心でしょ?,うんって言った,neutral
7034,うんって言った,レズリーのオムツを替えるわね,neutral
7035,レズリーのオムツを替えるわね,悪いけど一,sadness
7036,悪いけど一,割れちゃった,sadness
7037,割れちゃった,いつかは壊れるものよ気にしない,neutral
7038,いつかは壊れるものよ気にしない,2人きり?,fear
7039,2人きり?,レズリーは?,fear
7040,レズリーは?,レズリーどこにいるの?,neutral
7041,レズリーどこにいるの?,初めて言葉を話すチャンスよ,sadness
7042,天井に何が?,バナナよ,neutral
7043,ハゲじゃない,今は違うわ,neutral
7044,今は違うわ,早く言ってよ,surprise
7045,早く言ってよ,人は髪じゃないわ,neutral
7046,人は髪じゃないわ,いいって言ったじゃん,sadness
7047,いいって言ったじゃん,スキンヘッドの変な女だと思ってた 髪が頭じゅうにある,anger
7048,スキンヘッドの変な女だと思ってた 髪が頭じゅうにある,ロスは人柄で判断するわ,sadness
7049,ロスは人柄で判断するわ,嫌な性格?,neutral
7050,嫌な性格?,ボニーは最高よ,joy
7051,相談がある話しにくいことだけど,いいよ お袋とフロに入ること?,surprise
7052,いいよ お袋とフロに入ること?,勝手に決めつけるな 実はこのところ不毛なんだ セックス方面が,anger
7053,勝手に決めつけるな 実はこのところ不毛なんだ セックス方面が,どれぐらい? 5か月いや半年,surprise
7054,よかったじゃ最後に性的に変な趣味はない?,まさか 期待外れだな,neutral
7055,お尻が,私よ驚かす気はなかった,fear
7056,私よ驚かす気はなかった,侵入しといて?,anger
7057,このスモーカーが途中でへばった,肺活量がない,neutral
7058,肺活量がない,なぜ吸うの?,disgust
7059,なぜ吸うの?,不安なんだ,sadness
7060,ハニー質問よ,海軍の制服はまだ手元に?,joy
7061,海軍の制服はまだ手元に?,貸衣装店に返した,sadness
7062,貸衣装店に返した,高校時代の制服ならある,joy
7063,高校時代の制服ならある,高校生を相手にしろと?,sadness
7064,高校生を相手にしろと?,あなたは?,neutral
7065,あなたは?,ムラムラきちゃう衣装はないの?」,neutral
7066,ムラムラきちゃう衣装はないの?」,あるはずよ,surprise
7067,マットレスキング 何だか気がとがめる,ここで買い物なんてチャンドラーに悪いわ,anger
7068,ここで買い物なんてチャンドラーに悪いわ,値段は悪くない,anger
7069,値段は悪くない,イギリスなら左側に置くのよ おっと!,joy
7070,イギリスなら左側に置くのよ おっと!,寝てみて 私の物よこの女殺しを味わって,joy
7071,寝てみて 私の物よこの女殺しを味わって,やっぱりマズいわよ 友達を裏切ることに,surprise
7072,やっぱりマズいわよ 友達を裏切ることに,友達はほかに作れるわ,joy
7073,特技は一 足の指でコインをつまむことよ,コイン?すごいね もっと大きな物もだろ?,joy
7074,コイン?すごいね もっと大きな物もだろ?,顔を1袋あげるわ 写真からあなたの顔だけ全部くり抜いたのよ,anger
7075,顔を1袋あげるわ 写真からあなたの顔だけ全部くり抜いたのよ,いらない,neutral
7076,いらない,ホントに?,surprise
7077,ホントに?,あの顔で人形作れば惨殺して楽しめるのに,anger
7078,あの顔で人形作れば惨殺して楽しめるのに,ダメだよ,neutral
7079,ダメだよ,何がだよ,surprise
7080,言ったの?,僕みたいは意訳,neutral
7081,僕みたいは意訳,でも勝負の時は絶対に今夜だ,surprise
7082,でも勝負の時は絶対に今夜だ,完ぺきだよ,joy
7083,完ぺきだよ,サルを預けたから2人きりで会える,neutral
7084,サルを預けたから2人きりで会える,サルってのはロマンチックだ,sadness
7085,サルってのはロマンチックだ,とにかく仕事のあと一 ワイン片手に行って告白するよ ほの字だって,joy
7086,とにかく仕事のあと一 ワイン片手に行って告白するよ ほの字だって,2人で旅行を 1890年代へ行けばほの字も普通だ,disgust
7087,みんなに本をプレゼントしに寄ったの 次はリスボンよ お土産はいいから,ロスとキスしたろ! 廊下に響いちゃった,anger
7088,ロスとキスしたろ! 廊下に響いちゃった,バカな話よ,sadness
7089,バカな話よ,成り行きよ,sadness
7090,成り行きよ,ごめんね 二度としないわ,sadness
7091,ごめんね 二度としないわ,納得した? ああ,fear
7092,納得した? ああ,ドアとの抱擁か?,neutral
7093,ドアとの抱擁か?,ついにお袋さんに意見してる,neutral
7094,ついにお袋さんに意見してる,ウソ,surprise
7095,ウソ,マジだ いい加減親らしくしろ,neutral
7096,そこよ,新しい店?,neutral
7097,新しい店?,クリーニング店を変えたの,disgust
7098,クリーニング店を変えたの,全部変えなきゃビデオ店も銀行もエロ本屋も食品店も,disgust
7099,全部変えなきゃビデオ店も銀行もエロ本屋も食品店も,食品店も,neutral
7100,食品店も,いい出会いってお告げだったのに,anger
7101,いい出会いってお告げだったのに,叩きのめしてやる!,anger
7102,叩きのめしてやる!,私同様今に男運が上向くわよ,neutral
7103,私同様今に男運が上向くわよ,モニカもこれから頑張って,neutral
7104,モニカもこれから頑張って,外で待てば?,neutral
7105,外で待てば?,汚れをきれいにする店よ 私のディズニーランドだわ,joy
7106,汚れをきれいにする店よ 私のディズニーランドだわ,失礼落ちました,surprise
7107,失礼落ちました,それは私の責任じゃないわね,neutral
7108,それは私の責任じゃないわね,これを拾ったのは運命だ そういうの信じる?,joy
7109,これを拾ったのは運命だ そういうの信じる?,お告げはこれね,neutral
7110,お告げはこれね,お茶でもどう?,neutral
7111,お茶でもどう?,ええ友達に断るわ,joy
7112,ええ友達に断るわ,インクの染みねどう取るの?,joy
7113,インクの染みねどう取るの?,友達は帰ったわ,neutral
7114,強く投げるなよ 同じチームだろ,4時間もこんなことを?,surprise
7115,4時間もこんなことを?,そうだぜ,joy
7116,そうだぜ,ダメよ!,fear
7117,ダメよ!,落とすわ,anger
7118,落とすわ,信用ならん,anger
7119,信用ならん,落とすもんか,anger
7120,落とすもんか,これは3人制なんだ,neutral
7121,これは3人制なんだ,ただの球投げだろ,anger
7122,ただの球投げだろ,分かった,neutral
7123,分かった,難しいな,surprise
7124,難しいな,騒ぐな猫じゃない,anger
7125,騒ぐな猫じゃない,何なの?,surprise
7126,何なの?,もう手に負えないわ,anger
7127,もう手に負えないわ,焼いても食えない?,neutral
7128,閉店してたからまた,それより一 俺のとこで暮らそうよ,neutral
7129,それより一 俺のとこで暮らそうよ,ちょっとジョーイ,surprise
7130,ちょっとジョーイ,裸の木曜君を引かせちゃったけど一 嫌ならなしだ,neutral
7131,裸の木曜君を引かせちゃったけど一 嫌ならなしだ,向かいだし引っ越しは楽よね 裸の水曜もなしよ,neutral
7132,向かいだし引っ越しは楽よね 裸の水曜もなしよ,じゃ何曜がいい,joy
7133,クリスマスクッキー2箱ね ブラウンバードから敬礼,君はバックが打てない,neutral
7134,君はバックが打てない,失礼な俺のバックは強烈だ,anger
7135,失礼な俺のバックは強烈だ,悲鳴あげて顔を隠すのはバックじゃない,disgust
7136,悲鳴あげて顔を隠すのはバックじゃない,悲鳴じゃない あれは霧笛だ,neutral
7137,悲鳴じゃない あれは霧笛だ,プレーに必要な3要素を教えよう 正確さ 気迫,neutral
7138,気にしないで,父親になる人に知らせないの? 俺がその人なら知りたいよ,neutral
7139,父親になる人に知らせないの? 俺がその人なら知りたいよ,ニックスファン説教ならやめてよね,anger
7140,ニックスファン説教ならやめてよね,だったらもう行くよ,anger
7141,だったらもう行くよ,どうぞ じゃ頑張ってお大事に,sadness
7142,どうぞ じゃ頑張ってお大事に,セルティックスは選手管理が悪い,neutral
7143,セルティックスは選手管理が悪い,ウソよ,neutral
7144,ウソよ,ホント ウソ,neutral
7145,ホント ウソ,ホント,anger
7146,今日はここまで 護身を役立ててよ,いい授業だった,joy
7147,いい授業だった,見学してた,neutral
7148,見学してた,質問があるんだが一,neutral
7149,質問があるんだが一,女が男を倒して床に押さえつけるやつ あのあとどうすれば?,fear
7150,女が男を倒して床に押さえつけるやつ あのあとどうすれば?,カギで男をひっかく,neutral
7151,カギで男をひっかく,男ならどうする?,anger
7152,男ならどうする?,襲ったほう?,surprise
7153,何か埋め合わせしたい,いやいいの?,surprise
7154,いやいいの?,ごめんね,sadness
7155,ごめんね,1つ頼もうかな,neutral
7156,1つ頼もうかな,何でも言って,joy
7157,何でも言って,ふと思いついたんだ 友達に役者がいるんだが本人には内緒で頼むよ,neutral
7158,ふと思いついたんだ 友達に役者がいるんだが本人には内緒で頼むよ,やつを一 オーディションに呼んでやって木曜日に,fear
7159,やつを一 オーディションに呼んでやって木曜日に,友達のオーディションで本当に失恋の傷がいえるの?,surprise
7160,友達のオーディションで本当に失恋の傷がいえるの?,男心は複雑なんだ,neutral
7161,いただきよ 一瞬こっちへ逃げて戻る ミズパックマン頑張れ,どうも この前は独占してごめん この人たち不幸なるね,sadness
7162,どうも この前は独占してごめん この人たち不幸なるね,チャンドラーよ,neutral
7163,チャンドラーよ,こんな高得点を? 出した代償はデカかった,surprise
7164,こんな高得点を? 出した代償はデカかった,ベンが来る前に消すの,fear
7165,ベンが来る前に消すの,7歳なら乱交パーティーも見てるさ 俺だけ?,surprise
7166,私はステキな客間にしたいわ,枕元の花は常に絶やさずに一,joy
7167,枕元の花は常に絶やさずに一,宿泊客がお礼を書けるようデスクにカードを置くの,joy
7168,宿泊客がお礼を書けるようデスクにカードを置くの,まだ構想は大まかよ,neutral
7169,まだ構想は大まかよ,名案だねマジで,joy
7170,名案だねマジで,俺はゲーム部屋にしたいな,neutral
7171,俺はゲーム部屋にしたいな,インベーダーやアステロイドの古い機械を置くんだ,neutral
7172,インベーダーやアステロイドの古い機械を置くんだ,却下の意味は一 いい考えだから却下の前に検討しよう,joy
7173,却下の意味は一 いい考えだから却下の前に検討しよう,ごめんそうね いいアイデアだから検討する でもダメ,disgust
7174,ごめんそうね いいアイデアだから検討する でもダメ,却下なの?,surprise
7175,却下なの?,客間にゲーム機は不似合いよアンティークで統一するの,neutral
7176,客間にゲーム機は不似合いよアンティークで統一するの,アステロイドは最古のゲームだ,neutral
7177,アステロイドは最古のゲームだ,客間に文句が?,anger
7178,客間に文句が?,ないけど俺たちの友達は全員30秒以内に住んでる,anger
7179,ないけど俺たちの友達は全員30秒以内に住んでる,ケチつける気?,anger
7180,ケチつける気?,いやステキな客間だこと,neutral
7181,俺もだ終わらせてベッドへ,あと1問ね 3字で犬じゃない,neutral
7182,あと1問ね 3字で犬じゃない,"ネコ""""CAT""""",neutral
7183,"ネコ""""CAT""""",俺もだ,joy
7184,いつ腕を上げたの? 前からだ隠してただけ,回T?,neutral
7185,回T?,さあね,joy
7186,さあね,これでダブルスに出られる だからだ,neutral
7187,やっぱりティムはクビよ,でも 彼を紹介した人に電話したらハハー やっぱね,disgust
7188,でも 彼を紹介した人に電話したらハハー やっぱね,別れ話するから でも優しいって,neutral
7189,別れ話するから でも優しいって,優しすぎるの,neutral
7190,優しすぎるの,居留守使えば?,neutral
7191,居留守使えば?,そしたら家に来るの男になれ!,disgust
7192,そしたら家に来るの男になれ!,クビとは無関係よ,surprise
7193,クビとは無関係よ,失業と失恋が重なったら自殺する,sadness
7194,失業と失恋が重なったら自殺する,じゃ来週まで交際して,neutral
7195,じゃ来週まで交際して,そしたら私が自殺する,disgust
7196,そしたら私が自殺する,なら2人とも今日言おう,neutral
7197,なら2人とも今日言おう,問題はどっちが先かね 2番手はクソ女よ,sadness
7198,イエメン行き664便の最終案内です,行かなきゃ,sadness
7199,行かなきゃ,ビングりん 帰りを待つわいつ戻る?,sadness
7200,ビングりん 帰りを待つわいつ戻る?,石油に代わるエネルギーが見つかったら,neutral
7201,石油に代わるエネルギーが見つかったら,毎日お手紙する住所はイエメン通り15番地,neutral
7202,毎日お手紙する住所はイエメン通り15番地,じゃグッバイ,sadness
7203,じゃグッバイ,チャンドラー,neutral
7204,チャンドラー,ジャニスよかった!,surprise
7205,ジャニスよかった!,キスを忘れた飛行機に乗ったら帰るんじゃ?,sadness
7206,キスを忘れた飛行機に乗ったら帰るんじゃ?,飛び立つまで見届けるわ,neutral
7207,飛び立つまで見届けるわ,イエメンに行っちゃう 行くのか? 着いたら家に泊めて,joy
7208,ヒルダの仕事ぶりは?,私の助手はうまくやってるわ,neutral
7209,私の助手はうまくやってるわ,彼女喜んだ?,neutral
7210,彼女喜んだ?,私の助手は助手に採用されて喜んだわ,neutral
7211,私の助手は助手に採用されて喜んだわ,どうも少し待って,surprise
7212,どうも少し待って,マックチーズの製作者だ,neutral
7213,マックチーズの製作者だ,来週の台本を読んでたとこですよ,neutral
7214,来週の台本を読んでたとこですよ,キャンセル?放送が飛んだってこと?,surprise
7215,キャンセル?放送が飛んだってこと?,じゃ月曜に,neutral
7216,じゃ月曜に,撮影もなし?,surprise
7217,撮影もなし?,あっそう,anger
7218,あっそう,打ち切りだって,anger
7219,打ち切りだって,何でだいい番組だろ?,surprise
7220,閑静な所ね,世界に二人きりって感じ,joy
7221,世界に二人きりって感じ,どうした?ネズミでも? 熊よ外にいる,neutral
7222,どうした?ネズミでも? 熊よ外にいる,早く外を見てきて,fear
7223,早く外を見てきて,熊は生息してない,neutral
7224,熊は生息してない,じゃダイエットコーク取ってきて,neutral
7225,じゃダイエットコーク取ってきて,いいよ 待ってて,neutral
7226,いいよ 待ってて,何してんの?,surprise
7227,何してんの?,そっちこそ,neutral
7228,そっちこそ,ポールと来たの,anger
7229,ポールと来たの,足首で君と分かった,neutral
7230,足首で君と分かった,お待たせ,joy
7231,お待たせ,ありがとう,joy
7232,ありがとう,コーラだ,neutral
7233,何なのよ,ウナギのレッスンだ,neutral
7234,ウナギのレッスンだ,か も ね あの金切り声は僕の急所を蹴り上げる気合い?,neutral
7235,か も ね あの金切り声は僕の急所を蹴り上げる気合い?,叫んで悪かったわね,neutral
7236,叫んで悪かったわね,過激な手を使ったのは君らに上達してほしいからだ,neutral
7237,かがんだポーズ,ハチだ,fear
7238,ハチだ,シャツに入ったすぐボタンを外して,anger
7239,シャツに入ったすぐボタンを外して,目的は分かったわ バレた?,disgust
7240,目的は分かったわ バレた?,奥さんがレズで寂しいでしょうが一 でもいけないわ,disgust
7241,奥さんがレズで寂しいでしょうが一 でもいけないわ,分かったよ,neutral
7242,見せてくれ,今のは?,surprise
7243,今のは?,彼らには精いっぱいだ,neutral
7244,彼らには精いっぱいだ,四川,sadness
7245,四川,諸君ったらMo,neutral
7246,諸君ったらMo,やり直しだ まずジョーイが手本を,neutral
7247,ネーサンっておじさんは式に呼ぶの?,よし呼ぼう,neutral
7248,よし呼ぼう,あて名はOK?,neutral
7249,あて名はOK?,ベンが書いたことにする レイチェルも呼ぶの?,surprise
7250,ベンが書いたことにする レイチェルも呼ぶの?,悪い?,neutral
7251,悪い?,私は昔の恋人なんか呼ばないわ,sadness
7252,私は昔の恋人なんか呼ばないわ,彼女を呼ぶなってこと?,fear
7253,彼女を呼ぶなってこと?,違うわ彼女のことは好きよ バツが悪いかと思ったの,sadness
7254,違うわ彼女のことは好きよ バツが悪いかと思ったの,あなたの好きにして,neutral
7255,あなたの好きにして,お代わりは?,neutral
7256,お代わりは?,もらう,neutral
7257,もらう,アールグレー?,neutral
7258,アールグレー?,その人も呼んでいいよ,neutral
7259,お医者さんは?,順調だって,joy
7260,順調だって,赤ん坊どれ?,neutral
7261,赤ん坊どれ?,私も分からなかったここに 見失った,joy
7262,患者を捜してるの 脚の骨折で車イスに乗ってて一,30代前半のとてもいい男,neutral
7263,30代前半のとてもいい男,誰か分かった,neutral
7264,誰か分かった,よかった病室教えて,joy
7265,よかった病室教えて,外部の人には教えられないの,neutral
7266,外部の人には教えられないの,僕はドレークラモレー ドレーク何?,neutral
7267,僕はドレークラモレー ドレーク何?,ラモレーポルトガル系だ 僕は医者だぞ,neutral
7268,ラモレーポルトガル系だ 僕は医者だぞ,ここの医師? 答えろ時間の浪費だ,surprise
7269,ここの医師? 答えろ時間の浪費だ,容体,neutral
7270,容体,命が懸かってる 早く助手に部屋を教えろ,neutral
7271,命が懸かってる 早く助手に部屋を教えろ,彼は僕の患者だ,neutral
7272,彼は僕の患者だ,816号室です,neutral
7273,816号室です,816ね どうも,joy
7274,816ね どうも,彼の名前は?,neutral
7275,ローションよ頭が日焼けで,ありがと,joy
7276,ありがと,部屋にいるわ,neutral
7277,部屋にいるわ,同感だ,neutral
7278,同感だ,行くよ,neutral
7279,行くよ,ボニーと別れてくる,sadness
7280,ボニーと別れてくる,今すぐ?,surprise
7281,今すぐ?,ここには泊まれないし彼女の所へ行けば一,fear
7282,シカゴを出れないと,カナダドルなどいるか!,anger
7283,君のお客が財布を忘れてる ジョシュアだ,連絡を,neutral
7284,連絡を,すぐします,joy
7285,もう満腹だ でも食わないと後悔する,それ何?,neutral
